"latitude (UTM)", "longitude (UTM)", "total area (m*m)", "mounded area (m*m)", "total volume (m*m*m)", "volume mound (m*m*m)", "max elevation mound (m)"
4096268.3, 696814.95, 6725, 0, 0, NA, NA
4075733.5, 696817.77, 32450, 10525, 23744, 18926.75, 1.8
4104431.6, 696850.8, 160200, 11425, 166055, 57552.5, 5.04
4107773, 696888.53, 71975, 0, 52202.5, NA, NA
4084063.3, 696902.68, 81450, 225, 16764.25, 551.575, 2.45
4052505.8, 696902.84, 104425, 9650, 21318.75, 17540, 1.82
4108814.9, 696914.88, 128825, 1225, 300550, 12393.75, 10.1
4086663.3, 696922.72, 53725, 1175, 27140, 2792, 2.38
4087955.9, 696925.11, 122525, 7650, 30315, 18035.75, 2.36
4098210.8, 696932.86, 42275, 1400, 14770.75, 2591, 1.85
4072841, 696955.24, 72450, 0, 0, NA, NA
4068653.4, 696970.31, 85550, 19625, 83860, 70962.5, 3.62
4090268.3, 696970.44, 75650, 21475, 105527.5, 55455, 2.58
4108462.1, 696971.2, 106150, 18050, 134237.5, 171807.5, 9.52
4089845.8, 696977.59, 85100, 575, 39427.5, 1620.45, 2.82
4071405.8, 696978.21, 20850, 0, 0, NA, NA
4090740.7, 696997.8, 54000, 150, 0, 442.5, 2.95
4076078.3, 697002.59, 46050, 0, 0, NA, NA
4057570.9, 697002.73, 314750, 49250, 93142.5, 188810, 3.83
4085803.3, 697003.19, 73275, 1125, 0, 2013.25, 1.79
4087618.3, 697027.45, 76250, 13225, 28302.5, 37447.5, 2.83
4050043.4, 697042.85, 167975, 4350, 0, 9220.25, 2.12
4090913.3, 697067.45, 79175, 0, 0, NA, NA
4088435.8, 697103.55, 121075, 150, 10425.25, 373.5, 2.49
4050043.3, 697109.95, 167975, 4725, 0, 10703.25, 2.27
4088728.4, 697115.64, 209550, 51750, 219592.5, 146840, 2.83
4076440.8, 697147.61, 74900, 5125, 0, 10005.5, 1.95
4076733.3, 697159.95, 74625, 16325, 26717.5, 35860, 2.2
4051270.8, 697167.45, 14725, 0, 3549.75, NA, NA
4070900.8, 697177.99, 19875, 6750, 11691, 10614.25, 1.57
4076736.3, 697194.32, 72400, 15975, 29015, 36422.5, 2.28
4051540.8, 697197.67, 96325, 10075, 14278.5, 30987.5, 3.08
4073428.3, 697220.24, 66775, 0, 8420, NA, NA
4043328.3, 697239.95, 2525, 0, 653.175, NA, NA
4076974, 697254.09, 82200, 8425, 35245, 18347.25, 2.18
4086794.2, 697264.02, 315925, 3125, 0, 7987.5, 2.56
4075888.3, 697312.73, 82450, 0, 6345, NA, NA
4106650.8, 697347.71, 139200, 25, 0, 92.5475, 3.7
4092253.3, 697352.74, 12925, 925, 0, 1920.525, 2.08
4052533.3, 697352.85, 32600, 0, 0, NA, NA
4055195.8, 697352.87, 21000, 0, 0, NA, NA
4094213.3, 697364.95, 7675, 1575, 4935.5, 2486.4, 1.58
4073238.3, 697367.93, 36275, 0, 12300, NA, NA
4096556.2, 697374.59, 184150, 37750, 127445, 94802.5, 2.52
4089753.3, 697447.8, 216400, 11300, 89660, 30610, 2.71
4088548.3, 697472.73, 69775, 250, 0, 539.35, 2.16
4100644.9, 697484.37, 151050, 83750, 492400, 439650, 5.25
4050148.3, 697485.4, 101900, 6275, 58832.5, 15043, 2.4
4051190.8, 697515.48, 74650, 3925, 4443.75, 5769.5, 1.47
4071515.8, 697542.67, 27075, 0, 0, NA, NA
4104248.3, 697574.95, 265100, 132000, 1061975, 979650, 7.41
4082315.9, 697580.58, 170525, 850, 0, 1598.625, 1.88
4093878.3, 697584.95, 48575, 0, 0, NA, NA
4104234.1, 697606.97, 265100, 126750, 981475, 937600, 7.4
4065163.3, 697614.95, 7900, 0, 4096.75, NA, NA
4044360.8, 697640.18, 118525, 21600, 95785, 62215, 2.88
4072810.8, 697645.3, 155175, 3350, 13222.5, 5857.75, 1.75
4090731.7, 697651.33, 252525, 46250, 115925, 116710, 2.52
4083518.3, 697654.95, 2675, 0, 57.8625, NA, NA
4078928.3, 697669.85, 103850, 125, 9867.75, 259.875, 2.08
4091554.8, 697687.83, 238850, 17925, 124337.5, 53587.5, 2.99
4091982.3, 697702.06, 54350, 0, 0, NA, NA
4088955.8, 697720.39, 48675, 0, 0, NA, NA
4089163.3, 697757.69, 94950, 2425, 26990, 3239.75, 1.34
4094901.5, 697760.87, 99175, 6500, 128465, 29375, 4.52
4052528.3, 697780.56, 21875, 0, 0, NA, NA
4060120.8, 697800.26, 472200, 100750, 370900, 354125, 3.52
4096203.3, 697802.73, 68625, 175, 0, 423.85, 2.42
4070348.3, 697817.97, 35300, 6800, 27417.5, 19158.75, 2.82
4060418.3, 697834.95, 445900, 137250, 441450, 461375, 3.36
4071790.8, 697908.16, 23975, 3225, 325.7, 6336.25, 1.96
4093750.3, 697920.29, 96475, 10275, 24891, 21042.75, 2.05
4099505.8, 697920.33, 31200, 750, 18929, 1507.825, 2.01
4069325.8, 697935.66, 61925, 5175, 9244.75, 7950.5, 1.54
4092315.8, 697967.91, 123375, 0, 9558.5, NA, NA
4071418.3, 697972.74, 31625, 0, 0, NA, NA
4054765.8, 697972.85, 60875, 4150, 26242.5, 8564, 2.06
4073250.8, 697980.29, 43825, 0, 0, NA, NA
4091764, 697980.36, 38975, 0, 0, NA, NA
4091185.8, 697992.58, 105475, 0, 0, NA, NA
4066768.3, 698020.29, 104325, 10400, 22163.5, 52752.5, 5.07
4055173.3, 698125.58, 76450, 16325, 35422.5, 66562.5, 4.08
4075638.3, 698135.32, 28500, 3775, 2255.8, 5912, 1.57
4065920.8, 698137.74, 45500, 0, 0, NA, NA
4080035.8, 698157.86, 150450, 7125, 39272.5, 29570, 4.15
4108824.1, 698169.61, 118725, 54750, 690350, 564375, 10.3
4084183.4, 698182.72, 437825, 40000, 271325, 102432.5, 2.56
4071055.8, 698220.17, 10600, 0, 0, NA, NA
4099267.9, 698222.27, 50025, 16575, 64410, 45630, 2.75
4099518.3, 698223.07, 102975, 0, 0, NA, NA
4094786.1, 698225.98, 289150, 121000, 1391300, 1414700, 11.7
4099720.8, 698232.69, 25550, 3850, 17675, 9454.75, 2.46
4049300.8, 698238.01, 98875, 1375, 17994.5, 2827, 2.06
4060015.8, 698252.78, 24300, 0, 0, NA, NA
4105789.3, 698258.61, 38050, 625, 12326.25, 1825.425, 2.92
4109706.9, 698272.56, 74650, 4775, 180192.5, 69995, 14.7
4073113.3, 698295.32, 34250, 1175, 0, 1678.475, 1.43
4076418.3, 698300.3, 255475, 475, 0, 861.5, 1.81
4081702.5, 698302.01, 69350, 0, 0, NA, NA
4049413.3, 698349.95, 4100, 0, 0, NA, NA
4074253.3, 698377.45, 92625, 0, 0, NA, NA
4054533.3, 698379.95, 181125, 2475, 0, 5398.75, 2.18
4091725.8, 698387.6, 102225, 5775, 40640, 12406.75, 2.15
4083473.3, 698394.95, 53725, 0, 762, NA, NA
4087143.3, 698399.95, 7900, 0, 0, NA, NA
4080808.3, 698412.57, 30100, 14150, 29005, 27920, 1.97
4054505.8, 698412.85, 181125, 4800, 0, 10664, 2.22
4094278.9, 698416.41, 73525, 6025, 61410, 16659.25, 2.77
4100216.5, 698423.75, 50000, 0, 0, NA, NA
4071333.3, 698442.89, 21050, 6150, 9677.5, 9598.5, 1.56
4121870.9, 698450.31, 111525, 0, 0, NA, NA
4088056.5, 698478.36, 149900, 48000, 149190, 109320, 2.28
4072365.8, 698560.1, 84300, 3075, 42760, 5415.25, 1.76
4099060.2, 698577.95, 93875, 0, 0, NA, NA
4084503.3, 698612.65, 61900, 1400, 47697.5, 3370, 2.41
4098454.8, 698637.54, 379950, 135750, 921925, 772850, 5.7
4050348.3, 698655.11, 35725, 900, 10957.75, 2481.5, 2.76
4076918.3, 698675.37, 53475, 925, 0, 1414.95, 1.53
4081423.4, 698675, 287850, 95750, 282650, 263200, 2.75
4109338.5, 698705.9, 94875, 3625, 30097.5, 27510, 7.59
4050963.3, 698715.21, 63450, 0, 0, NA, NA
4078173.3, 698740.41, 67100, 0, 16876.25, NA, NA
4055843.4, 698742.76, 216425, 23250, 58937.5, 68775, 2.96
4073498.3, 698750.45, 172400, 6300, 0, 13049.25, 2.07
4069155.9, 698752.79, 715475, 78000, 162957.5, 390050, 4.99
4099156.4, 698757.25, 92825, 49500, 228420, 189360, 3.83
4079770.9, 698772.7, 122575, 1875, 7241.5, 3749.25, 2
4105597.3, 698776.12, 90725, 2150, 18019.5, 6290.5, 2.93
4106611.2, 698801.88, 202775, 1900, 0, 5692, 3
4094425.7, 698819.48, 71850, 9150, 25980, 28185, 3.08
4088278.3, 698855.47, 175375, 15625, 27727.5, 26670, 1.71
4047360.9, 698860.08, 113275, 14550, 71935, 42922.5, 2.95
4077148.3, 698875.14, 89275, 0, 0, NA, NA
4060293.4, 698875.25, 288250, 33500, 248650, 128690, 3.85
4078560.8, 698882.64, 253975, 23025, 6479.5, 61787.5, 2.68
4096589.3, 698897.8, 89350, 6625, 42842.5, 18005.5, 2.72
4088688.3, 698932.71, 269275, 20650, 0, 56597.5, 2.74
4097728.4, 698941.11, 54875, 0, 0, NA, NA
4066888.3, 698954.95, 8025, 0, 807.425, NA, NA
4095720.8, 698960.43, 53150, 1600, 5147.25, 3223.5, 2.01
4091748.3, 698979.95, 13950, 50, 0, 61.6625, 1.23
4109116.6, 698982.86, 54575, 1775, 92225, 10730.75, 6.05
4092603.9, 699007.44, 588300, 130500, 197595, 583600, 4.47
4109752.7, 699052.78, 123375, 1575, 236895, 14273.25, 9.06
4105074.2, 699058.44, 214450, 79500, 270150, 293475, 3.69
4051998.4, 699062.78, 175000, 13125, 72475, 33410, 2.55
4089763.3, 699079.95, 7425, 0, 0, NA, NA
4091123.3, 699094.95, 7000, 1525, 5327.75, 1894, 1.24
4065885.8, 699110.67, 41450, 0, 0, NA, NA
4113868.5, 699115.82, 74925, 29500, 1810150, 129602.5, 44.1
4084518.3, 699142.62, 172475, 9550, 60665, 22869, 2.39
4059773.3, 699160.2, 202100, 56000, 290300, 270575, 4.83
4074705.8, 699165.67, 17850, 0, 0, NA, NA
4057848.3, 699217.88, 179300, 5350, 0, 39825, 7.44
4098333.4, 699219.62, 109875, 29000, 101950, 125757.5, 4.33
4053258.3, 699227.68, 18875, 0, 0, NA, NA
4066151.6, 699237.96, 135300, 9325, 4403, 30217.5, 3.24
4088875.8, 699248.5, 49775, 0, 0, NA, NA
4061665.9, 699265.23, 350050, 47250, 31305, 178065, 3.77
4088368.3, 699285.02, 51025, 550, 2477.2, 806.175, 1.47
4053073.3, 699288.28, 33700, 0, 0, NA, NA
4093890.7, 699309.23, 105200, 0, 0, NA, NA
4092458.3, 699434.95, 9250, 0, 0, NA, NA
4082048.3, 699437.59, 68900, 6875, 0, 22053.25, 3.21
4065753.1, 699458.16, 229950, 17525, 48167.5, 77417.5, 4.42
4055343.4, 699472.62, 44700, 0, 0, NA, NA
4079130.8, 699480.23, 59600, 850, 15810.75, 1760.15, 2.07
4080280.8, 699504.95, 40025, 375, 11148, 646.8, 1.72
4072675.9, 699510.38, 77325, 1925, 45735, 3145.75, 1.63
4048883.3, 699515.46, 47125, 3125, 0, 14417, 4.61
4075367.7, 699534.2, 140200, 34500, 114087.5, 87012.5, 2.51
4055890.8, 699562.71, 25350, 25, 0, 98.02, 3.92
4044898.4, 699572.72, 116425, 22925, 120670, 119620, 5.22
4071790.8, 699587.74, 33800, 4850, 15625.25, 8765.25, 1.81
4090025.8, 699615.05, 89600, 25, 32885, 47.3525, 1.89
4069873.3, 699629.95, 55975, 5200, 33117.5, 10550, 2.03
4085495.8, 699645.48, 108700, 125, 0, 301.25, 2.41
4074328.3, 699667.98, 41200, 0, 10105.5, NA, NA
4085087.8, 699686.13, 304275, 70000, 288450, 253275, 3.62
4048585.8, 699688.1, 189350, 23175, 10029, 106737.5, 4.61
4070330.8, 699713.48, 289850, 93500, 916350, 947875, 10.1
4096575.8, 699747.53, 36750, 0, 0, NA, NA
4070728.4, 699753.16, 106425, 0, 0, NA, NA
4061100.8, 699760.43, 30350, 0, 2547, NA, NA
4075748.3, 699773.19, 55250, 10325, 8515.5, 18746, 1.82
4086975.8, 699777.81, 40600, 0, 0, NA, NA
4072060.8, 699803.08, 35125, 0, 5860.25, NA, NA
4085700.8, 699803.1, 53125, 0, 0, NA, NA
4074805.8, 699807.75, 26525, 275, 0, 510.725, 1.86
4078236, 699822.85, 257200, 75500, 389475, 290875, 3.86
4065890.8, 699832.45, 106425, 19950, 110405, 52550, 2.63
4106711.3, 699840.93, 173400, 36000, 174712.5, 142595, 3.96
4075533.3, 699842.49, 79075, 0, 0, NA, NA
4092834.8, 699857.02, 39900, 75, 26340, 135.025, 1.8
4075065.8, 699877.78, 49000, 0, 0, NA, NA
4067990.8, 699960.35, 104025, 5200, 0, 14687.25, 2.82
4074408.3, 700013.82, 15300, 0, 0, NA, NA
4092793.3, 700019.95, 475, 0, 0, NA, NA
4097163.3, 700060.42, 67375, 0, 0, NA, NA
4094318, 700063.52, 185575, 41250, 74587.5, 88225, 2.14
4072943.3, 700073.08, 72975, 3350, 32755, 6227, 1.86
4085948.3, 700095, 77275, 13750, 39912.5, 33037.5, 2.4
4075920.8, 700103.01, 85350, 0, 0, NA, NA
4096586, 700143.27, 41100, 0, 0, NA, NA
4075383.1, 700160.64, 32075, 4675, 25062.5, 7875.25, 1.68
4086133.3, 700245.47, 48525, 0, 0, NA, NA
4079695.8, 700250.1, 65775, 19650, 42982.5, 37722.5, 1.92
4055383.4, 700255.38, 127825, 28000, 78337.5, 73517.5, 2.63
4099571.7, 700263.51, 35825, 0, 0, NA, NA
4095513.1, 700266.62, 99350, 36500, 116615, 86097.5, 2.35
4091440.8, 700272.88, 82375, 75, 0, 131.96, 1.76
4097548.3, 700299.95, 36500, 0, 0, NA, NA
4073285.9, 700308.03, 172075, 10225, 0, 19214.75, 1.88
4108210.6, 700314.91, 88850, 36750, 320700, 236262.5, 6.43
4059625.8, 700320.05, 89100, 25500, 192275, 159767.5, 6.28
4075358.3, 700375.63, 11350, 0, 152.9725, NA, NA
4086273.3, 700382.53, 45000, 3375, 0, 5156.5, 1.53
4072798.3, 700395.07, 96225, 1050, 84900, 2120.2, 2.02
4094400.6, 700409.26, 55425, 0, 0, NA, NA
4051843.4, 700410.43, 163750, 38250, 109452.5, 115527.5, 3.03
4070028.3, 700420.42, 58700, 6800, 47402.5, 13642.75, 2.01
4066460.8, 700437.87, 87025, 0, 42437.5, NA, NA
4054965.8, 700440.87, 38325, 0, 2973.75, NA, NA
4065328.3, 700465.36, 88025, 2525, 24255, 5323.25, 2.11
4070671.3, 700467.64, 420775, 20675, 89472.5, 88680, 4.29
4054468.3, 700480.28, 35975, 1075, 36342.5, 2857, 2.66
4077808.3, 700482.71, 17800, 0, 0, NA, NA
4075578.3, 700485.42, 82250, 0, 4145.75, NA, NA
4098647.2, 700502.13, 171025, 225, 8688.75, 505.975, 2.25
4072428.3, 700502.45, 49250, 0, 10371.25, NA, NA
4096280.8, 700512.98, 64300, 0, 0, NA, NA
4066190.8, 700530.56, 16200, 225, 12655.25, 577.975, 2.57
4054698.3, 700553.03, 44625, 0, 0, NA, NA
4093545.8, 700560.2, 133400, 13175, 26965, 28515, 2.16
4074768.3, 700580.14, 14375, 1175, 7382.25, 2328.9, 1.98
4065790.8, 700580.3, 43325, 7775, 19011.75, 15213.75, 1.96
4083460.4, 700581.03, 75125, 0, 0, NA, NA
4076580.8, 700600.61, 44600, 0, 12699.5, NA, NA
4078083.3, 700618.27, 41650, 6075, 30657.5, 13294.25, 2.19
4100110, 700625.13, 136250, 15475, 87785, 46640, 3.01
4054930.8, 700632.9, 24625, 0, 2058.075, NA, NA
4098426.8, 700676.08, 38075, 7900, 36457.5, 17490.25, 2.21
4082503.3, 700678.48, 344650, 46250, 96635, 105122.5, 2.27
4061238.3, 700693.05, 22950, 0, 31402.5, NA, NA
4086510.8, 700710.48, 38575, 0, 0, NA, NA
4066058.3, 700715.27, 27675, 0, 2448.725, NA, NA
4049040.8, 700732.84, 70550, 0, 12058.25, NA, NA
4087613.3, 700739.95, 378425, 11375, 0, 26872.5, 2.36
4073230.8, 700755.59, 32525, 0, 0, NA, NA
4096973.3, 700762.92, 60550, 0, 0, NA, NA
4074150.8, 700770.69, 74525, 2100, 29427.5, 3346, 1.59
4106711.6, 700781.44, 88275, 150, 0, 248.03, 1.65
4086733.3, 700787.98, 34375, 0, 0, NA, NA
4083593.3, 700818, 55850, 25, 0, 78.53, 3.14
4071320.8, 700822.45, 60150, 3175, 34960, 19642.75, 6.19
4082933.3, 700830.39, 82925, 0, 0, NA, NA
4075888.3, 700838.06, 39375, 0, 11950.5, NA, NA
4087786.7, 700839.14, 378425, 8475, 20257.75, 21441, 2.53
4088068.3, 700839.95, 372975, 18775, 30982.5, 46245, 2.46
4084203.1, 700868.29, 84675, 2850, 7627, 5984.25, 2.1
4059378.3, 700870.14, 65575, 4425, 12257.75, 12132.5, 2.74
4054163.4, 700870.35, 42250, 25, 21358.75, 53.455, 2.14
4087903.3, 700879.95, 378425, 8450, 0, 19587.75, 2.32
4051173.3, 700892.81, 81075, 0, 0, NA, NA
4060328.3, 700897.81, 135375, 20700, 121765, 80472.5, 3.89
4064605.8, 700900.19, 49750, 0, 0, NA, NA
4084983.3, 700902.85, 64350, 6100, 31055, 11740, 1.92
4086188.3, 700906.5, 33125, 0, 6964, NA, NA
4065483.4, 700915.35, 35175, 0, 0, NA, NA
4045745.8, 700922.67, 296375, 5225, 0, 12401, 2.37
4074395.8, 700938.07, 20475, 0, 0, NA, NA
4053883.3, 700940.14, 57425, 150, 0, 412.425, 2.75
4064410.7, 700940.33, 31175, 0, 0, NA, NA
4060695.8, 700945.25, 49750, 3600, 36277.5, 7776, 2.16
4100263.3, 700945.55, 56100, 0, 0, NA, NA
4056435.8, 700945.93, 50350, 0, 0, NA, NA
4093797.6, 700948.2, 44500, 25, 0, 56.3725, 2.25
4083288.3, 700959.95, 6450, 0, 1051.025, NA, NA
4055958.3, 700965.39, 33300, 0, 8716.5, NA, NA
4118813.2, 700974.73, 93375, 1575, 0, 41615, 26.4
4078639.7, 700992.54, 254875, 5975, 95242.5, 13013.25, 2.18
4065700.8, 701032.71, 24800, 0, 4059.75, NA, NA
4088850.8, 701045.23, 50575, 2325, 27177.5, 4094.75, 1.76
4086378.6, 701047.69, 104600, 7425, 80205, 19785.75, 2.66
4116053.3, 701049.95, 7800, 0, 15542.5, NA, NA
4073520.8, 701062.45, 40425, 14775, 38852.5, 23143, 1.57
4097025.8, 701062.81, 80675, 0, 4980.25, NA, NA
4070628.2, 701095.09, 102275, 12575, 6704.5, 26677.5, 2.12
4085483.3, 701102.69, 85950, 35250, 89590, 74547.5, 2.11
4054998.3, 701103.03, 38800, 1825, 19434.75, 3930.75, 2.15
4073588.3, 701109.95, 120575, 6200, 53537.5, 12132.25, 1.96
4046713.3, 701115.61, 45700, 450, 27440, 977.725, 2.17
4080218.4, 701120.4, 264375, 53000, 253275, 135187.5, 2.55
4100586, 701144.37, 175100, 22775, 85087.5, 62467.5, 2.74
4077919.5, 701154.71, 339975, 0, 0, NA, NA
4087748.3, 701232.68, 40550, 125, 29602.5, 268.05, 2.14
4105279.5, 701247.84, 46300, 0, 0, NA, NA
4101358.3, 701259.95, 5875, 0, 6224.25, NA, NA
4049418.3, 701285.14, 117750, 0, 79880, NA, NA
4088308.3, 701292.93, 10925, 0, 5716.75, NA, NA
4050698.5, 701293.21, 36075, 0, 7485, NA, NA
4051955.8, 701297.99, 35450, 0, 7969, NA, NA
4056928.3, 701313.05, 80875, 2175, 8553, 4911, 2.26
4087648.3, 701345.25, 23100, 0, 0, NA, NA
4090929.3, 701348.86, 490075, 71500, 204450, 196455, 2.75
4079448.7, 701365.5, 29750, 0, 13546.25, NA, NA
4072495.9, 701375.27, 229775, 26500, 16836.75, 56985, 2.15
4091598, 701385.32, 110975, 1000, 19840.5, 2334.3, 2.33
4084968.3, 701394.95, 91550, 0, 0, NA, NA
4094243.3, 701404.95, 298200, 31000, 0, 98230, 3.16
4096584.8, 701417.5, 129100, 100, 4639, 190.605, 1.91
4103208.2, 701444.9, 117325, 0, 0, NA, NA
4053048.3, 701492.74, 24750, 125, 0, 215.0425, 1.72
4098076.5, 701496.83, 124600, 29750, 137330, 73597.5, 2.47
4079013.3, 701497.45, 45375, 0, 8694.75, NA, NA
4080328.3, 701498.03, 59525, 10975, 30882.5, 24908, 2.27
4094125.6, 701509.94, 298200, 26750, 0, 89192.5, 3.32
4074665.8, 701535.17, 50700, 8050, 38695, 16116, 2
4073638.3, 701537.69, 38450, 0, 0, NA, NA
4073778.3, 701557.69, 43575, 525, 0, 1110.55, 2.12
4071720.8, 701562.76, 39900, 0, 10064.5, NA, NA
4084943.3, 701573.04, 100850, 2325, 16057.25, 4287.25, 1.84
4087133.5, 701662.32, 33375, 0, 0, NA, NA
4086265.9, 701670.34, 331550, 32000, 132185, 85967.5, 2.68
4085780.8, 701672.93, 137050, 16450, 134782.5, 39642.5, 2.41
4080883.3, 701678.03, 11375, 0, 0, NA, NA
4082700.8, 701680.34, 132400, 1350, 100527.5, 3468.25, 2.57
4072688.3, 701685.33, 59050, 0, 0, NA, NA
4081403.3, 701688.03, 76525, 9325, 46937.5, 28155, 3.02
4056630.9, 701695.66, 51000, 0, 0, NA, NA
4083080.8, 701697.87, 43825, 0, 17224.25, NA, NA
4067325.8, 701707.51, 241400, 35500, 136755, 75027.5, 2.11
4087123.3, 701709.95, 33375, 0, 0, NA, NA
4049365.8, 701723.02, 158250, 6925, 0, 17583, 2.54
4104998.8, 701741.14, 72575, 125, 0, 386.65, 3.09
4073063.3, 701754.95, 45400, 0, 6950, NA, NA
4074385.8, 701757.75, 87825, 0, 0, NA, NA
4080585.5, 701773.05, 55925, 375, 2433.15, 520.125, 1.39
4055058.3, 701780.66, 53450, 1750, 0, 6711.75, 3.84
4085153.3, 701795.42, 89650, 1725, 0, 3884.5, 2.25
4062343.4, 701800.21, 107675, 13225, 61420, 31925, 2.41
4072323.3, 701810.69, 55175, 3275, 0, 6937.25, 2.12
4088740.9, 701812.63, 249325, 38000, 105695, 116285, 3.07
4096230.9, 701818.04, 145400, 27500, 180800, 74345, 2.69
4092568.3, 701819.95, 3175, 200, 1616.925, 360.625, 1.8
4105328.9, 701825.37, 66575, 19275, 56015, 60980, 3.16
4072513.3, 701825.39, 73275, 16350, 37777.5, 30357.5, 1.86
4058435.8, 701837.53, 65200, 12875, 58057.5, 33650, 2.61
4053115.9, 701838.36, 22775, 0, 0, NA, NA
4054573.3, 701852.98, 250675, 89500, 458925, 364025, 4.06
4084390.8, 701867.89, 45525, 2725, 27637.5, 5705.5, 2.09
4087300.8, 701892.74, 66200, 5350, 4131.75, 9571, 1.79
4050173.3, 701907.81, 39875, 0, 0, NA, NA
4107505.9, 701927.4, 20450, 0, 0, NA, NA
4073730.8, 701927.95, 56300, 8775, 25805, 13297, 1.52
4105782.8, 701932.08, 55775, 425, 47607.5, 1242.475, 2.92
4071508.3, 701937.69, 27250, 3375, 11969, 5433.75, 1.61
4074888.3, 701955.16, 21250, 0, 8431.25, NA, NA
4084865.8, 701960.61, 74475, 0, 15069.5, NA, NA
4052925.8, 701970.39, 40550, 0, 0, NA, NA
4074238.3, 701980.25, 30125, 300, 10324.25, 625.2, 2.08
4063025.8, 701985.24, 111600, 7000, 1151.825, 19569.75, 2.8
4095988.3, 701990.31, 38475, 0, 13546.5, NA, NA
4075403.3, 702005.5, 129450, 350, 0, 785.375, 2.24
4093035.9, 702057.72, 135250, 725, 41212.5, 1518.5, 2.09
4106308.3, 702064.95, 64325, 10175, 206275, 69595, 6.84
4051245.8, 702072.75, 34250, 0, 19849.75, NA, NA
4083733.4, 702095.28, 333350, 115000, 398375, 3e+05, 2.61
4087835.8, 702104.95, 13775, 0, 3185.75, NA, NA
4055963.3, 702125.41, 38325, 0, 20044, NA, NA
4106309.5, 702142.28, 80000, 26000, 302525, 185835, 7.13
4085073.3, 702152.58, 102900, 2975, 39607.5, 5201, 1.75
4051545.8, 702165.74, 34250, 1850, 29017.5, 5679.75, 3.07
4096828, 702170.11, 15200, 0, 0, NA, NA
4073650.8, 702175.36, 26150, 50, 0, 52.0825, 1.04
4051728.3, 702185.51, 31275, 1300, 0, 2214.05, 1.7
4095855.8, 702187.69, 49900, 1275, 34560, 2430.65, 1.91
4092305.8, 702194.24, 61600, 5225, 14157.25, 7556.75, 1.45
4086230.8, 702205.58, 35300, 325, 889.65, 508.45, 1.56
4050263.5, 702212.98, 34675, 2050, 13926, 5358.5, 2.61
4076573.3, 702213.19, 54550, 4125, 5973.75, 4521, 1.1
4076168.4, 702215.28, 112675, 4800, 50557.5, 10462.5, 2.18
4100345.8, 702222.9, 57025, 2550, 37007.5, 7011.75, 2.75
4052075.9, 702250.22, 97025, 5750, 39502.5, 19852.25, 3.45
4053960.8, 702250.3, 11525, 300, 3099, 428.175, 1.43
4083205.8, 702252.89, 70150, 0, 0, NA, NA
4089080.8, 702262.49, 60725, 0, 0, NA, NA
4062923.3, 702267.45, 14325, 200, 1660.425, 457.9, 2.29
4048025.8, 702273.21, 122150, 0, 0, NA, NA
4054555.8, 702307.73, 37450, 0, 0, NA, NA
4063063.3, 702320.74, 19425, 4725, 26995, 13286.25, 2.81
4081495.8, 702350.28, 59425, 0, 0, NA, NA
4070860.8, 702427.79, 26425, 250, 0, 396.925, 1.59
4080705.9, 702435.25, 174425, 9200, 43460, 20205.75, 2.2
4071935.8, 702475.34, 106975, 4175, 23770.25, 7323.75, 1.75
4073960.8, 702480.34, 43000, 3550, 37385, 6971.75, 1.96
4082233.4, 702500.54, 117725, 450, 41787.5, 878.75, 1.95
4092458.5, 702501.35, 56975, 1850, 7128.75, 1840.35, 0.995
4048145.8, 702512.8, 17675, 0, 9745.5, NA, NA
4072768.5, 702533.28, 233675, 29500, 16457.75, 66140, 2.24
4076113.3, 702542.86, 148275, 6850, 87732.5, 19601, 2.86
4071338.3, 702562.89, 46425, 750, 23754, 1001.325, 1.34
4058323.8, 702570.48, 110850, 9975, 59747.5, 24153.25, 2.42
4095008.3, 702582.72, 46525, 0, 0, NA, NA
4087210.8, 702620.03, 22925, 0, 0, NA, NA
4105115.1, 702633.05, 5925, 0, 3774, NA, NA
4071641, 702633.14, 79850, 0, 0, NA, NA
4040505.8, 702675.18, 131550, 16725, 86747.5, 48487.5, 2.9
4061485.8, 702690.3, 102175, 2900, 184050, 11092.75, 3.83
4105308.3, 702714.95, 20675, 0, 3369.5, NA, NA
4058915.8, 702717.81, 43700, 0, 2671.75, NA, NA
4078193.3, 702730.59, 69000, 1425, 21074.5, 3077.75, 2.16
4074918.3, 702732.45, 48950, 3125, 0, 5306.25, 1.7
4064165.8, 702732.78, 412375, 106250, 631500, 580625, 5.46
4066835.8, 702740.35, 65225, 775, 29057.5, 1821.675, 2.35
4104454.9, 702741.84, 32850, 0, 0, NA, NA
4074588.1, 702753.29, 73300, 0, 11571.25, NA, NA
4059138.3, 702757.98, 78100, 0, 0, NA, NA
4101419.2, 702764.68, 411625, 44750, 246687.5, 120827.5, 2.7
4098097.6, 702766.59, 102450, 11700, 6612.75, 23088.5, 1.97
4053868.3, 702784.95, 50275, 1875, 7628, 2965, 1.58
4073453.9, 702799.22, 262725, 38500, 148240, 94222.5, 2.44
4072548.3, 702840.21, 45450, 0, 0, NA, NA
4081628.3, 702844.95, 14425, 0, 0, NA, NA
4085858.3, 702844.95, 50000, 0, 6733.75, NA, NA
4088578.3, 702849.95, 8025, 0, 0, NA, NA
4071703.3, 702854.95, 53100, 0, 6311, NA, NA
4082456.3, 702858.24, 95000, 0, 0, NA, NA
