"latitude (UTM)", "longitude (UTM)", "total area (m*m)", "mounded area (m*m)", "total volume (m*m*m)", "volume mound (m*m*m)", "max elevation mound (m)"
4095908.3, 741110.46, 71375, 325, 5750.75, 528.975, 1.63
4088588.3, 741119.95, 30575, 125, 0, 215.1025, 1.72
4070585.8, 741124.95, 99575, 6625, 2884.25, 11278.5, 1.7
4086015.7, 741132.46, 773800, 94250, 272225, 226665, 2.4
4096733.3, 741137.45, 48325, 0, 0, NA, NA
4020705.9, 741137.77, 128825, 7350, 232840, 82035, 11.2
4066548.4, 741152.69, 345050, 43500, 93545, 73737.5, 1.69
4083495.8, 741155.3, 108975, 0, 0, NA, NA
4090300.8, 741185.69, 94725, 0, 0, NA, NA
4112293.3, 741190.25, 41750, 175, 6481, 960.4, 5.49
4069715.8, 741202.72, 39625, 0, 0, NA, NA
4102913.2, 741203.09, 261225, 67000, 618450, 357775, 5.35
4074338.3, 741235.21, 39400, 9475, 8156.25, 16510.25, 1.74
4076323.3, 741245.79, 43575, 2025, 5038, 3357, 1.66
4090848.5, 741305.73, 61250, 0, 11968, NA, NA
4091863.3, 741310.02, 99250, 4400, 0, 9552.75, 2.17
4057673.3, 741329.95, 8025, 0, 0, NA, NA
4086970.8, 741345.23, 15575, 0, 0, NA, NA
4096358.6, 741359.31, 275225, 7775, 0, 17877.25, 2.3
4088595.8, 741417.79, 32950, 0, 5879.75, NA, NA
4106960.7, 741450.23, 73100, 13125, 60442.5, 54197.5, 4.13
4111675.8, 741450.46, 15575, 800, 3151.25, 2297.35, 2.87
4062363.3, 741504.95, 7950, 0, 0, NA, NA
4090567.7, 741505.34, 65750, 0, 6263.75, NA, NA
4092425.8, 741505.36, 50900, 0, 0, NA, NA
4077418.3, 741509.95, 5450, 0, 0, NA, NA
4070853.4, 741520.46, 125300, 0, 0, NA, NA
4073408.3, 741535.63, 164250, 25750, 59085, 66592.5, 2.59
4085023.3, 741554.95, 8025, 2025, 4079.5, 2508.75, 1.24
4083858.3, 741594.95, 7475, 0, 5482.5, NA, NA
4059515.8, 741620.37, 66075, 0, 0, NA, NA
4075530.9, 741622.71, 223725, 15925, 0, 32140, 2.02
4095395.8, 741623.13, 42925, 1975, 0, 4292.25, 2.17
4102738.8, 741631.64, 207775, 25250, 329625, 130237.5, 5.15
4091117.6, 741664.11, 49075, 0, 0, NA, NA
4113192.1, 741697.08, 13350, 725, 5006, 972.725, 1.34
4099997.5, 741706.51, 137200, 9450, 88452.5, 21301.25, 2.25
4064255.2, 741739.62, 211275, 30500, 163810, 96430, 3.15
4089673.3, 741749.95, 7625, 0, 1651.425, NA, NA
4079702.3, 741781.34, 115125, 0, 0, NA, NA
4071343.3, 741790.41, 58450, 12250, 16955.75, 15940.25, 1.3
4092698.4, 741840.21, 121225, 9300, 71067.5, 34612.5, 3.72
4053693.4, 741840.38, 204275, 3800, 30387.5, 8014.25, 2.11
4107133.9, 741876.25, 327725, 375, 0, 1353.25, 3.61
4093060.3, 741885.84, 79725, 4275, 0, 11060, 2.59
4111293.3, 741894.95, 11300, 0, 0, NA, NA
4038843.3, 741902.75, 156950, 0, 0, NA, NA
4091088.3, 741907.68, 45625, 0, 18677.5, NA, NA
4100404.9, 741924.89, 26550, 0, 2115, NA, NA
4094088.9, 741927.32, 482975, 106250, 385900, 301725, 2.84
4111063.3, 741937.53, 52875, 2225, 17874, 6587.5, 2.96
4086472.8, 741982.87, 62975, 5950, 31410, 10016, 1.68
4121603.7, 741993.37, 27950, 50, 0, 192.4075, 3.85
4075973.3, 741994.95, 42400, 0, 2807, NA, NA
4082870.9, 742015.18, 791400, 198250, 731625, 992575, 5.01
4089148.3, 742019.95, 36975, 1000, 0, 1698.85, 1.7
4075540.8, 742020.39, 57450, 0, 0, NA, NA
4080108.4, 742025.19, 286175, 39500, 120857.5, 112587.5, 2.85
4077828.3, 742027.87, 875725, 199000, 549575, 474750, 2.38
4106913.3, 742044.95, 1425, 0, 0, NA, NA
4057978.3, 742053.15, 119400, 6475, 0, 14769, 2.28
4122578, 742061.51, 402775, 2675, 0, 14903.25, 5.57
4096663.3, 742064.95, 17950, 1425, 3451.25, 2958.5, 2.08
4091917.1, 742067.13, 289850, 0, 0, NA, NA
4098587.3, 742103.82, 37200, 7200, 28867.5, 21883, 3.04
4076360.8, 742105.41, 16650, 1650, 5549, 2396.75, 1.45
4111318.3, 742109.95, 76600, 550, 0, 1406.05, 2.56
4072708.3, 742124.95, 6000, 0, 0, NA, NA
4115379.4, 742134.46, 194900, 72250, 333225, 319250, 4.42
4068263.4, 742135.34, 210450, 55000, 165352.5, 140150, 2.55
4070288.3, 742195.26, 53025, 0, 0, NA, NA
4101166.5, 742202.72, 295300, 8775, 64025, 22014.5, 2.51
4092723.2, 742203.14, 100800, 14900, 9507.75, 36162.5, 2.43
4099553.8, 742225.42, 30675, 2750, 18219, 6647.5, 2.42
4098349.3, 742232.13, 72050, 2425, 0, 4754.5, 1.96
4109093.3, 742314.95, 7800, 50, 0, 95.6075, 1.91
4084283.3, 742319.95, 6625, 0, 0, NA, NA
4089153.3, 742320.74, 14325, 75, 18517, 144.63, 1.93
4089528.3, 742354.95, 4325, 0, 0, NA, NA
4060558.4, 742360.49, 42225, 8300, 0, 13776.75, 1.66
4057015.8, 742385.26, 147600, 6925, 44047.5, 19929.5, 2.88
4096312.6, 742388.01, 36500, 25, 0, 35.5325, 1.42
4086885.9, 742390.2, 380850, 71500, 294975, 201932.5, 2.82
4115715.1, 742406.36, 100800, 0, 0, NA, NA
4088448.3, 742412.66, 248300, 17600, 172512.5, 44355, 2.52
4085148.3, 742414.95, 5150, 2075, 5657.75, 3578.5, 1.72
4111120.8, 742428.01, 48100, 375, 200.3675, 895.825, 2.39
4096578.3, 742430.36, 92300, 1025, 30595, 1730.95, 1.69
4070673.4, 742455.42, 92625, 7400, 41455, 12924.75, 1.75
4087823.3, 742457.86, 51900, 1225, 0, 1030.725, 0.841
4112883.3, 742459.95, 7425, 0, 0, NA, NA
4056543.3, 742463.03, 178300, 29000, 46242.5, 60742.5, 2.09
4097027.3, 742467.74, 42625, 0, 3473.5, NA, NA
4121037.2, 742484.35, 62825, 8150, 101805, 30950, 3.8
4078856, 742485.34, 36025, 0, 60900, NA, NA
4064083.3, 742489.95, 69750, 4625, 25935, 9756.5, 2.11
4109698.3, 742499.95, 5600, 0, 849.775, NA, NA
4111433.3, 742539.95, 775, 0, 0, NA, NA
4064773.3, 742550.46, 161375, 5125, 12326.25, 7700.75, 1.5
4071323.3, 742562.74, 143825, 0, 5562, NA, NA
4063393.4, 742580.36, 317300, 50750, 110407.5, 103215, 2.03
4063995.8, 742617.89, 56025, 0, 3296.5, NA, NA
4070291, 742618.27, 57600, 0, 0, NA, NA
4113635.4, 742623.36, 51725, 475, 0, 2889.25, 6.08
4071983.4, 742637.58, 81850, 0, 0, NA, NA
4096663, 742655.89, 43475, 2325, 16052.5, 4007.5, 1.72
4109948.3, 742674.95, 8025, 250, 6347.75, 560.275, 2.24
4110828.3, 742734.95, 6675, 500, 0, 1829.175, 3.66
4083818.3, 742804.95, 8000, 0, 924.475, NA, NA
4076203.3, 742817.75, 93850, 0, 0, NA, NA
4063828.3, 742862.66, 116300, 4525, 12445.25, 7730, 1.71
4081508.3, 742873.12, 97925, 2200, 1900.725, 6246.25, 2.84
4105656.8, 742879.72, 253575, 23400, 85360, 139177.5, 5.95
4072155.8, 742920.03, 26025, 0, 0, NA, NA
4087083.3, 742954.95, 6000, 0, 0, NA, NA
4110723.3, 742958.13, 112350, 3575, 42575, 9954.25, 2.78
4058833.3, 743017.96, 123525, 0, 0, NA, NA
4094538.9, 743032.81, 18425, 325, 0, 672.25, 2.07
4114940.6, 743082.46, 170600, 35250, 166882.5, 182472.5, 5.17
4072840.8, 743087.86, 33250, 0, 0, NA, NA
4099848.3, 743124.95, 38875, 1950, 324.425, 3568.25, 1.83
4113783.3, 743167.61, 34025, 0, 0, NA, NA
4051073.3, 743179.95, 2025, 0, 0, NA, NA
4123625.9, 743189.36, 260975, 0, 0, NA, NA
4077758.3, 743197.77, 58825, 4750, 16749, 6354.25, 1.34
4073605.9, 743202.65, 179075, 27750, 137697.5, 92920, 3.34
4100253.7, 743222.48, 63575, 13375, 73625, 32057.5, 2.4
4063868.3, 743237.8, 45350, 0, 0, NA, NA
4105793.4, 743267.74, 130500, 600, 112892.5, 3084.25, 5.14
4093775.9, 743292.75, 92750, 6525, 0, 13271.5, 2.03
4086798.3, 743308.07, 28500, 0, 0, NA, NA
4079023.3, 743349.95, 5650, 0, 0, NA, NA
4052830.9, 743352.74, 348325, 14225, 1859, 24548.75, 1.73
4115981.4, 743355.9, 322450, 43750, 157530, 173665, 3.97
4077878.3, 743379.95, 27950, 0, 0, NA, NA
4088670.8, 743380.31, 243875, 26250, 96162.5, 78815, 3.01
4046565.9, 743400.45, 144325, 41750, 369175, 227420, 5.46
4074948.3, 743459.95, 17725, 0, 6150, NA, NA
4079933.3, 743474.95, 7975, 0, 2012.65, NA, NA
4067505.8, 743482.72, 69975, 0, 19605.75, NA, NA
4050440.8, 743482.95, 57000, 26000, 168105, 119680, 4.6
4082235.8, 743490.18, 7925, 0, 1843.25, NA, NA
4060335.9, 743517.81, 198700, 7875, 0, 15335.75, 1.95
4106238.5, 743518.47, 315925, 450, 0, 1959.375, 4.35
4101554.6, 743529.72, 62075, 300, 0, 935.65, 3.12
4085645.8, 743549.95, 41200, 13225, 31640, 27210, 2.06
4038695.9, 743550.52, 86725, 350, 0, 926.65, 2.65
4086503.3, 743554.95, 39500, 0, 0, NA, NA
4064205.8, 743615.3, 57050, 0, 14318.75, NA, NA
4110698.3, 743644.95, 69650, 1000, 0, 2530.75, 2.53
4075075.8, 743645.56, 18100, 0, 0, NA, NA
4081168.3, 743734.95, 7950, 0, 82.145, NA, NA
4110520.8, 743752.68, 187525, 44750, 306875, 208622.5, 4.65
4107323.3, 743773.2, 108700, 0, 212.31, NA, NA
4072873.3, 743825.5, 74150, 0, 0, NA, NA
4066718.3, 743858.06, 46425, 0, 1342.325, NA, NA
4115888.3, 743882.53, 51925, 250, 0, 456.4, 1.83
4068158.3, 743889.95, 25775, 0, 2055.875, NA, NA
4067500.8, 743932.93, 66650, 0, 15398.25, NA, NA
4078978.4, 743957.88, 84050, 1150, 0, 1868.55, 1.62
4073435.8, 743963.09, 98575, 18325, 44677.5, 27630, 1.51
4069760.8, 744025.03, 38850, 300, 5251.75, 329.425, 1.1
4082593.3, 744025.15, 115850, 375, 11141, 702.625, 1.87
4067928.3, 744027.94, 23600, 4600, 0, 7777, 1.69
4084303.3, 744032.9, 145175, 10675, 56650, 33712.5, 3.16
4108786.3, 744041.53, 224525, 18500, 128485, 80820, 4.37
4080473.3, 744052.65, 64900, 0, 0, NA, NA
4064183.3, 744053, 89350, 2025, 0, 2733, 1.35
4098210.7, 744085.62, 150925, 1825, 82467.5, 4453.5, 2.44
4057355.8, 744087.8, 232550, 59000, 116617.5, 130110, 2.21
4085853.3, 744104.95, 18600, 0, 0, NA, NA
4049903.3, 744115.48, 268425, 200, 0, 581.05, 2.91
4065628.4, 744135.29, 307075, 13725, 94440, 28492.5, 2.08
4097346.5, 744165.18, 42175, 0, 0, NA, NA
4121797.8, 744204.79, 78950, 35250, 215287.5, 207362.5, 5.87
4063888.3, 744207.69, 71200, 6725, 9777.75, 11543.25, 1.72
4050730.9, 744207.93, 59800, 950, 23979.5, 4724.25, 4.97
4053192.8, 744243.14, 178925, 0, 15624.5, NA, NA
4071258.4, 744255.32, 211325, 9150, 12619.5, 22056.75, 2.41
4096185.8, 744255.35, 63775, 6350, 31822.5, 12191, 1.92
4085600.8, 744295.56, 23900, 2075, 10050.5, 3706, 1.79
4090505.4, 744297.71, 74650, 4450, 47187.5, 9886.5, 2.22
4089545.8, 744303.05, 35800, 4475, 26225, 8158.25, 1.82
4086470.8, 744307.96, 183575, 1375, 0, 2718.25, 1.98
4058935.8, 744322.92, 64525, 19050, 48295, 36065, 1.89
4093461.7, 744337.99, 51500, 0, 23272.25, NA, NA
4078548.3, 744379.95, 8025, 0, 9956.5, NA, NA
4103445.4, 744400.67, 460300, 12875, 64930, 33025, 2.56
4113252.5, 744422.37, 122825, 13875, 20523.75, 48187.5, 3.47
4099640.8, 744435.56, 51225, 775, 15648, 2244.5, 2.9
4115656.5, 744457.47, 90925, 525, 15456, 1954.575, 3.72
4087033.3, 744484.95, 19450, 0, 0, NA, NA
4077973.3, 744489.95, 7700, 625, 6976.75, 1179.225, 1.89
4116145.3, 744537.37, 16025, 175, 2504.25, 366.2, 2.09
4074047.7, 744549.79, 21300, 0, 0, NA, NA
4079738.3, 744554.95, 8025, 25, 0, 36.0875, 1.44
4098723.3, 744554.95, 7425, 0, 426.075, NA, NA
4121538.8, 744582.02, 92300, 0, 30227.5, NA, NA
4055520.8, 744582.81, 265375, 33500, 54325, 69257.5, 2.08
4114579.8, 744583.15, 165550, 4600, 56727.5, 28477.5, 6.19
4109778.7, 744591.86, 53300, 0, 0, NA, NA
4070443.3, 744634.95, 6075, 0, 0, NA, NA
4096660.2, 744648.91, 26150, 0, 0, NA, NA
4098323.3, 744654.95, 11050, 0, 4351, NA, NA
4081693.3, 744670.46, 148600, 6575, 9.96025, 11891, 1.81
4069887, 744688.68, 69150, 100, 45697.5, 150.4025, 1.5
4093173.4, 744690.49, 75500, 350, 0, 522.875, 1.49
4114883.3, 744720.16, 86400, 0, 34520, NA, NA
4110273.5, 744738.02, 122950, 3550, 0, 15259.5, 4.3
4049273.3, 744749.95, 7950, 0, 0, NA, NA
4074380.8, 744770.15, 45200, 0, 0, NA, NA
4068228.3, 744824.95, 7900, 0, 1310.2, NA, NA
4095839.1, 744845.78, 50325, 2100, 33252.5, 4413.25, 2.1
4085231, 744858.41, 66125, 0, 0, NA, NA
4098568.3, 744869.95, 300, 0, 157.0275, NA, NA
4087478.3, 744870.32, 39850, 0, 0, NA, NA
4070045.8, 744892.72, 81925, 0, 19201.25, NA, NA
4073885.4, 744909.19, 408150, 6800, 0, 14696, 2.16
4074668.3, 744940.21, 56250, 525, 0, 1034.175, 1.97
4070320.9, 744957.69, 68575, 0, 489.25, NA, NA
4079300.8, 744960.32, 32625, 0, 0, NA, NA
4073215.9, 744980.6, 194100, 45500, 163400, 126582.5, 2.78
4063343, 744986.5, 181675, 1050, 3580.25, 2126.875, 2.03
4078045.8, 745008.21, 41675, 1025, 12616.25, 2024.75, 1.98
4081188.3, 745030.16, 144575, 8450, 0, 21830, 2.58
4070608.3, 745039.95, 15525, 0, 0, NA, NA
4098008.3, 745065.14, 14375, 0, 0, NA, NA
4069258.3, 745065.38, 45575, 0, 0, NA, NA
4100528.3, 745079.95, 32025, 25, 14432.5, 52.9175, 2.12
4070023.3, 745089.95, 15650, 3925, 4870.25, 5503.75, 1.4
4057208.3, 745115.21, 49500, 6475, 23225.5, 11203.5, 1.73
4111894.9, 745131.13, 51525, 325, 0, 550.15, 1.69
4063418.3, 745159.95, 16125, 0, 8161.75, NA, NA
4072195.8, 745166.21, 15275, 1550, 2038, 2672.75, 1.72
4078748.3, 745182.76, 26425, 2825, 8035.5, 2603.5, 0.922
4093801.5, 745186.36, 155350, 38000, 175220, 91770, 2.42
4076378.3, 745195.62, 27225, 8000, 801.15, 13499.5, 1.69
4088058.3, 745199.95, 8025, 0, 582.75, NA, NA
4073440.8, 745235.23, 52300, 0, 0, NA, NA
4075735.8, 745240.14, 13575, 0, 5248.75, NA, NA
4082483.2, 745245.31, 107350, 10775, 18198.5, 41917.5, 3.89
4058938.3, 745253, 63275, 300, 0, 369.25, 1.23
4073033.3, 745264.95, 36725, 0, 0, NA, NA
4117612, 745265.35, 289125, 20850, 121285, 114322.5, 5.48
4102104.6, 745267.99, 121200, 0, 0, NA, NA
4089863.3, 745280.3, 354300, 2100, 0, 4946.25, 2.36
4092115.8, 745305.03, 26375, 0, 15404.5, NA, NA
4100863.3, 745309.95, 27150, 0, 19967, NA, NA
4096783.7, 745375.75, 355425, 5925, 0, 13247.75, 2.24
4108270.7, 745379.81, 188225, 23375, 196342.5, 82222.5, 3.52
4098551.5, 745404.88, 99000, 19375, 77540, 48152.5, 2.49
4070283.3, 745415.44, 104100, 3450, 21796.75, 5017.75, 1.45
4076945.8, 745445.57, 22575, 0, 0, NA, NA
4100702.7, 745446.66, 29100, 0, 13654.25, NA, NA
4096267.4, 745519.23, 30350, 700, 24770.75, 1067.525, 1.53
4063548.1, 745522.04, 315550, 41750, 225750, 210412.5, 5.03
4084293.3, 745524.95, 8000, 0, 0, NA, NA
4100348.3, 745524.95, 25225, 1875, 5996.5, 3197.75, 1.71
4069010.8, 745527.78, 82800, 13900, 87700, 46265, 3.33
4110650.1, 745553.9, 294525, 3650, 0, 15054.75, 4.12
4089095.8, 745560.31, 137000, 20200, 64025, 52100, 2.58
4111343.3, 745569.95, 2100, 0, 341.975, NA, NA
4083783.3, 745589.95, 6825, 400, 0, 821.475, 2.05
4057510.9, 745595.41, 117125, 0, 0, NA, NA
4052490.8, 745597.5, 113450, 5175, 65322.5, 12889.25, 2.49
4093851, 745606.26, 67375, 0, 0, NA, NA
4109553.3, 745644.95, 6325, 0, 0, NA, NA
4115249.3, 745659.72, 116200, 2725, 0, 8328.25, 3.06
4075480.9, 745667.81, 150800, 35500, 43597.5, 88232.5, 2.48
4093208.1, 745719.57, 627775, 137750, 561975, 493575, 3.59
4060995.8, 745760.65, 99525, 2200, 0, 3256.25, 1.48
4086756.9, 745824.94, 126900, 15350, 120407.5, 52285, 3.41
4087693.3, 745850.34, 171925, 425, 0, 800.575, 1.88
4054770.8, 745872.78, 83300, 0, 0, NA, NA
4098851, 745908.2, 63550, 1200, 13621, 3495.5, 2.91
4083075.9, 745932.7, 41575, 150, 0, 269.2, 1.79
4096759.6, 745967.86, 59200, 3375, 0, 7021.5, 2.08
4077680.8, 745987.91, 52450, 1750, 0, 3208, 1.83
4086770.8, 746021.69, 213525, 1225, 0, 4025, 3.29
4085902.5, 746041.13, 224250, 13450, 199465, 46040, 3.42
4100708.3, 746059.95, 6675, 1200, 560.975, 1953.95, 1.63
4071278.3, 746074.95, 7425, 0, 0, NA, NA
4098553.3, 746084.95, 2700, 50, 2336.025, 76.5875, 1.53
4078178.3, 746104.95, 42300, 2500, 2425.675, 7269.5, 2.91
4053163.3, 746109.95, 6950, 0, 3422.75, NA, NA
4067218.3, 746117.83, 216950, 47750, 195002.5, 107475, 2.25
4102745.8, 746128.02, 98525, 725, 98050, 2466.65, 3.4
4093812.4, 746131.21, 7850, 0, 5710, NA, NA
4052490.8, 746177.95, 110225, 975, 0, 1311.4, 1.35
4093305, 746193.49, 60650, 9375, 36810, 18450.25, 1.97
4078335.8, 746220.41, 55325, 850, 0, 2139.825, 2.52
4098822.4, 746226.76, 41725, 1225, 0, 3753.25, 3.06
4090108.3, 746239.95, 8025, 0, 4599.25, NA, NA
4076308.3, 746249.95, 14900, 0, 0, NA, NA
4093133.3, 746257.79, 56150, 0, 5574.5, NA, NA
4076808.4, 746272.69, 64725, 0, 0, NA, NA
4099418.3, 746279.95, 5150, 0, 0, NA, NA
4108265.9, 746280.09, 52025, 850, 49970, 2278.475, 2.68
4070545.8, 746322.67, 222275, 14450, 9237.25, 35515, 2.46
4071983.3, 746339.95, 6725, 150, 0, 150.9025, 1.01
4072985.8, 746352.84, 84600, 250, 0, 456.625, 1.83
4092615.8, 746362.93, 93300, 14750, 74890, 33270, 2.26
4060255.9, 746375.45, 482425, 16425, 19038.75, 29307.5, 1.78
4086036.5, 746384.5, 179425, 7100, 0, 25907.5, 3.65
4077365.8, 746392.75, 31450, 0, 0, NA, NA
4073623.3, 746410.22, 131300, 21600, 24813.5, 41375, 1.92
4086743.4, 746444.94, 253325, 12475, 86055, 36025, 2.89
4058213, 746445.16, 21050, 0, 5874.75, NA, NA
4098163.3, 746450.6, 39600, 275, 17333.25, 429.3, 1.56
4052225.8, 746502.74, 89700, 20275, 5320.25, 30840, 1.52
4085600.8, 746530.14, 86925, 0, 0, NA, NA
4068780.8, 746537.68, 66125, 0, 14479.25, NA, NA
4095320.9, 746544.38, 521475, 75750, 220597.5, 220232.5, 2.91
4091210.8, 746560.28, 81425, 14375, 74010, 29492.5, 2.05
4105014.8, 746564.53, 52000, 7925, 73197.5, 21629.25, 2.73
4077858.3, 746579.95, 5550, 0, 1201.125, NA, NA
4087478.3, 746602.69, 47750, 21750, 48012.5, 43660, 2.01
4092540.8, 746637.16, 52750, 2200, 16138.75, 4631.25, 2.11
4110318.3, 746679.95, 7575, 575, 3654, 735.225, 1.28
4078340.3, 746737.09, 131625, 18800, 96010, 65622.5, 3.49
4079628.3, 746830.53, 43825, 0, 0, NA, NA
4079883.3, 746834.95, 11100, 5650, 10045.25, 10843.75, 1.92
4056040.8, 746853.96, 181900, 16500, 24781, 20793.75, 1.26
4088505.6, 746870.68, 735050, 119750, 1030225, 394775, 3.3
4084524.3, 746879.23, 442500, 70750, 588175, 321550, 4.55
4080210.8, 746893.02, 48675, 4100, 0, 7556, 1.84
4083465.8, 746900.43, 35675, 0, 0, NA, NA
4123432.7, 746912.92, 25575, 600, 12084.75, 2063.675, 3.44
4066333.3, 746922.45, 36925, 0, 1421.25, NA, NA
4072068.3, 746943.31, 105000, 0, 0, NA, NA
4071808.3, 746967.95, 111025, 8375, 0, 14351.5, 1.71
4072626.1, 746995.32, 64650, 0, 0, NA, NA
4104808.5, 747000.88, 103700, 0, 0, NA, NA
4092771.2, 747014.79, 37075, 8975, 20030, 17684.5, 1.97
4092046, 747020.57, 67550, 925, 39695, 2082.2, 2.25
4067928.3, 747025.42, 60175, 1725, 0, 2515.5, 1.46
4095558.3, 747034.95, 21700, 0, 6766.25, NA, NA
4046038.3, 747049.95, 6875, 250, 0, 909.25, 3.64
4079873.3, 747057.84, 46750, 0, 14392.25, NA, NA
4079923.3, 747069.95, 54425, 0, 9636.75, NA, NA
4077575.8, 747072.81, 122200, 0, 33510, NA, NA
4122281.2, 747082.04, 206350, 23475, 145945, 92037.5, 3.92
4107768.3, 747089.95, 8025, 1600, 2819.75, 2474.75, 1.55
4046053.3, 747099.95, 6850, 800, 0, 2931.75, 3.66
4111553.4, 747115.38, 46475, 975, 0, 2205.275, 2.26
4092493.3, 747155.69, 108025, 9400, 39727.5, 22268.5, 2.37
4118644, 747180.15, 91275, 6150, 52467.5, 26452.5, 4.3
4109123.3, 747209.95, 8025, 0, 0, NA, NA
4116550.6, 747211.17, 39825, 150, 21587.5, 400.35, 2.67
4087178.3, 747244.95, 7500, 0, 3127.25, NA, NA
4107343.3, 747249.95, 8025, 0, 0, NA, NA
4085938.7, 747271.12, 79500, 2575, 43945, 6955, 2.7
4081893.3, 747285.23, 263300, 55250, 240125, 255025, 4.62
4084368.3, 747299.95, 405350, 60000, 243870, 210197.5, 3.5
4049585.8, 747327.78, 96125, 1500, 12011.5, 3989.5, 2.66
4072128.3, 747334.95, 3475, 0, 0, NA, NA
4085103.3, 747339.95, 7600, 975, 6662.75, 2086.975, 2.14
4089043.3, 747349.95, 36875, 275, 6784.25, 810.5, 2.95
4078673.3, 747357.89, 63675, 0, 0, NA, NA
4069388.3, 747359.95, 619075, 153500, 262350, 335200, 2.18
4074840.9, 747362.96, 84975, 0, 0, NA, NA
4083941, 747363.27, 79800, 25, 0, 46.375, 1.86
4119965.9, 747367.48, 30975, 525, 7107.75, 958.65, 1.83
4096043.4, 747375.23, 157550, 24075, 172827.5, 60120, 2.5
4083565.8, 747380.23, 37475, 2375, 24296, 5558.75, 2.34
4092206.4, 747406.46, 74450, 19450, 74782.5, 47882.5, 2.46
4069436, 747407.83, 619075, 134250, 231632.5, 284225, 2.12
4107683.3, 747414.95, 8025, 0, 0, NA, NA
4063261.9, 747421.63, 214225, 19950, 0, 35187.5, 1.76
4051425.8, 747422.75, 74825, 0, 0, NA, NA
4087985.8, 747432.74, 244375, 27750, 59325, 136297.5, 4.9
4104426.2, 747452.46, 61875, 0, 0, NA, NA
4083720.8, 747452.75, 51575, 3875, 6617.75, 9555.25, 2.47
4097949.6, 747462.15, 162675, 6525, 40315, 18083.75, 2.77
4104608.3, 747474.95, 406375, 10775, 510250, 7410.25, 6.88
4052203.3, 747482.78, 74325, 1675, 5633.25, 2310.5, 1.38
4084928.3, 747489.95, 4325, 0, 1999.125, NA, NA
4090486.6, 747512.05, 197350, 41500, 272375, 168232.5, 4.04
4064118.3, 747512.82, 27450, 600, 0, 670.9, 1.12
4086045.6, 747513.68, 77100, 0, 0, NA, NA
4075220.8, 747515.47, 142750, 7700, 0, 10566.75, 1.37
4117400.8, 747523.16, 88650, 0, 33665, NA, NA
4063758.4, 747528.07, 56775, 2350, 4507, 2499.275, 1.06
4091208.5, 747541.32, 161375, 12425, 0, 92097.5, 7.41
4096943.3, 747546.9, 37125, 0, 3796.75, NA, NA
4107808.3, 747549.95, 6875, 0, 0, NA, NA
4104753.3, 747552.67, 406375, 62750, 818825, 417350, 6.65
4093570.2, 747560.98, 78675, 8025, 61430, 14027.25, 1.75
4116100.4, 747576.85, 142525, 8125, 12190.5, 34025, 4.19
4093578.3, 747589.95, 78675, 5575, 50890, 9407.5, 1.69
4070933.4, 747670.42, 725275, 55500, 0, 117865, 2.13
4062553.3, 747679.95, 7725, 0, 0, NA, NA
4099728.3, 747694.95, 7950, 0, 0, NA, NA
4061610.9, 747700.08, 304150, 34000, 119615, 65240, 1.92
4077915.8, 747700.34, 56800, 0, 4816.5, NA, NA
4102368.3, 747704.95, 13050, 350, 7771.5, 824.325, 2.36
4121832.2, 747705.73, 9850, 200, 0, 923.5, 4.62
4087763.3, 747714.95, 23250, 0, 0, NA, NA
4123004.4, 747760.27, 14625, 6550, 25357.5, 22926.75, 3.5
4078753.2, 747778.59, 318975, 32250, 117615, 92660, 2.87
4057805.8, 747795.61, 64900, 25750, 43037.5, 40220, 1.56
4077168.3, 747805.05, 615250, 247000, 1632700, 1688200, 6.83
4101496.8, 747807.93, 882250, 442500, 2827000, 2611500, 5.9
4059808.3, 747819.95, 231600, 20025, 50212.5, 40685, 2.03
4068445.8, 747832.99, 50325, 0, 0, NA, NA
4102178.3, 747834.95, 4250, 0, 1274.85, NA, NA
4066720.8, 747840.35, 43925, 0, 0, NA, NA
4068260.8, 747855.19, 44375, 1850, 16084.75, 2592, 1.4
4073763.3, 747898.05, 120950, 4250, 0, 8696.5, 2.05
4079122.9, 747925.34, 123825, 250, 0, 431.875, 1.73
4066448.4, 747940.9, 140550, 11750, 50412.5, 24919.75, 2.12
4059888.4, 747950.49, 231600, 25250, 42595, 50197.5, 1.99
4068938.3, 747950.61, 97650, 11800, 0, 27150, 2.3
4089325.8, 747970.36, 61950, 0, 11463.75, NA, NA
4098274.7, 748036.47, 288550, 65500, 188797.5, 204780, 3.12
4099271, 748039.81, 63700, 9975, 59185, 32607.5, 3.27
4109298.3, 748039.95, 8025, 0, 0, NA, NA
4109113.3, 748074.95, 8000, 0, 0, NA, NA
4058598.4, 748082.76, 244500, 13800, 0, 36212.5, 2.62
4100439.6, 748128.58, 39650, 1850, 7646.5, 4123.75, 2.23
4079555.9, 748160.32, 90300, 2625, 4181.75, 5504, 2.1
4053868.4, 748177.63, 259850, 22700, 65470, 62777.5, 2.77
4109393.3, 748184.95, 7950, 0, 0, NA, NA
4088095.8, 748237.36, 25100, 0, 0, NA, NA
4100727.2, 748240.96, 54325, 475, 8867.25, 1495.6, 3.15
4081698.4, 748245.45, 196175, 20550, 18008.75, 45207.5, 2.2
4089600.9, 748255.07, 50825, 6900, 8779.25, 13905.25, 2.02
4085600.8, 748290.14, 48775, 4200, 9016.75, 11935.25, 2.84
4099452.8, 748291.61, 122475, 16625, 21189.25, 62822.5, 3.78
